PERMNO,date,TICKER,COMNAM,PRC,VOL,RET
10107,20120330,MSFT,MICROSOFT CORP,32.255,9445449,0.016226
10107,20120430,MSFT,MICROSOFT CORP,32.015,9337134,-0.007441
10107,20120531,MSFT,MICROSOFT CORP,29.19,10123951,-0.081993
10107,20120629,MSFT,MICROSOFT CORP,30.59,9679085,0.047962
10107,20120731,MSFT,MICROSOFT CORP,29.47,8415185,-0.036613
10107,20120831,MSFT,MICROSOFT CORP,30.82,6689457,0.052596
10107,20120928,MSFT,MICROSOFT CORP,29.76,8907887,-0.034393
10107,20121031,MSFT,MICROSOFT CORP,28.54,11047390,-0.040995
10107,20121130,MSFT,MICROSOFT CORP,26.615,12895966,-0.05939
10107,20121231,MSFT,MICROSOFT CORP,26.7097,9389131,0.003558
10107,20130131,MSFT,MICROSOFT CORP,27.45,11363418,0.027717
10107,20130228,MSFT,MICROSOFT CORP,27.8,7736797,0.021129
10107,20130328,MSFT,MICROSOFT CORP,28.605,8372531,0.028957
10107,20130430,MSFT,MICROSOFT CORP,33.1,14536561,0.15714
10107,20130531,MSFT,MICROSOFT CORP,34.9,10663668,0.061329
10107,20130628,MSFT,MICROSOFT CORP,34.545,9394212,-0.010172
10107,20130731,MSFT,MICROSOFT CORP,31.84,11036007,-0.078304
10107,20130830,MSFT,MICROSOFT CORP,33.4,10443426,0.056219
10107,20130930,MSFT,MICROSOFT CORP,33.28,12366043,-0.003593
10107,20131031,MSFT,MICROSOFT CORP,35.405,9633022,0.063852
10107,20131129,MSFT,MICROSOFT CORP,38.13,7965331,0.084875
10107,20131231,MSFT,MICROSOFT CORP,37.41,8202590,-0.018883
10107,20140131,MSFT,MICROSOFT CORP,37.84,9255796,0.011494
10107,20140228,MSFT,MICROSOFT CORP,38.31,7182660,0.01982
10107,20140331,MSFT,MICROSOFT CORP,40.99,7790153,0.069956
10107,20140430,MSFT,MICROSOFT CORP,40.4,7461680,-0.014394
10107,20140530,MSFT,MICROSOFT CORP,40.94,5747041,0.020297
10107,20140630,MSFT,MICROSOFT CORP,41.7,5566350,0.018564
10107,20140731,MSFT,MICROSOFT CORP,43.16,7327822,0.035012
10107,20140829,MSFT,MICROSOFT CORP,45.43,5139717,0.059082
10107,20140930,MSFT,MICROSOFT CORP,46.36,8609490,0.020471
10107,20141031,MSFT,MICROSOFT CORP,46.95,8533427,0.012726
10107,20141128,MSFT,MICROSOFT CORP,47.81,5230103,0.02492
10107,20141231,MSFT,MICROSOFT CORP,46.45,6287260,-0.028446
10107,20150130,MSFT,MICROSOFT CORP,40.4,9190983,-0.130248
10107,20150227,MSFT,MICROSOFT CORP,43.85,6564632,0.093069
10107,20150331,MSFT,MICROSOFT CORP,40.655,8243346,-0.072862
10107,20150430,MSFT,MICROSOFT CORP,48.64,8745897,0.196409
10107,20150529,MSFT,MICROSOFT CORP,46.86,6331563,-0.030222
10107,20150630,MSFT,MICROSOFT CORP,44.15,6649349,-0.057832
10107,20150731,MSFT,MICROSOFT CORP,46.7,7256877,0.057758
10107,20150831,MSFT,MICROSOFT CORP,43.52,7769602,-0.061456
10107,20150930,MSFT,MICROSOFT CORP,44.26,6740501,0.017004
10107,20151030,MSFT,MICROSOFT CORP,52.64,8580914,0.189336
10107,20151130,MSFT,MICROSOFT CORP,54.35,6634965,0.039324
10107,20151231,MSFT,MICROSOFT CORP,55.48,7934234,0.020791
11850,20070131,XOM,EXXON MOBIL CORP,74.1,5048420,-0.033016
11850,20070228,XOM,EXXON MOBIL CORP,71.68,4016740,-0.02834
11850,20070330,XOM,EXXON MOBIL CORP,75.45,6123735,0.052595
11850,20070430,XOM,EXXON MOBIL CORP,79.38,4527110,0.052087
11850,20070531,XOM,EXXON MOBIL CORP,83.17,4466289,0.052154
11850,20070629,XOM,EXXON MOBIL CORP,83.88,5072519,0.008537
